Remove 	{73}	 At node17	 TIME: 	150.27339140754674
Remove 	{73}	 At node19	 TIME: 	150.27349895071828
Remove 	{151}	 At node47	 TIME: 	150.27418980345897
Remove 	{151}	 At node14	 TIME: 	150.28232732104675
Remove 	{151}	 At node43	 TIME: 	150.284281871372
Remove 	{151}	 At node37	 TIME: 	150.28664038949088
Remove 	{151}	 At node27	 TIME: 	150.2974762889555
Remove 	{151}	 At node38	 TIME: 	150.29769696385736
Remove 	{73}	 At node26	 TIME: 	150.29800479266132
Remove 	{151}	 At node16	 TIME: 	150.29838309736476
Insert 	 197	 At node49	 TIME: 	150.29948293106116
Remove 	{151}	 At node60	 TIME: 	150.30037876344963
Remove 	{151}	 At node50	 TIME: 	150.3026087292608
Remove 	{73}	 At node18	 TIME: 	150.30335960849015
Remove 	{151}	 At node31	 TIME: 	150.30614691351678
Remove 	{151}	 At node33	 TIME: 	150.30835403938178
Remove 	{73}	 At node25	 TIME: 	150.30927928675652
Remove 	{151}	 At node59	 TIME: 	150.30942441566256
Remove 	{151}	 At node32	 TIME: 	150.31334245926962
Remove 	{151}	 At node57	 TIME: 	150.3160974377045
Remove 	{151}	 At node56	 TIME: 	150.32125368303667
Remove 	{151}	 At node55	 TIME: 	150.32761477638618
Remove 	{151}	 At node35	 TIME: 	150.32972599624748
Insert 	 192	 At node49	 TIME: 	150.3323547577752
Remove 	{151}	 At node54	 TIME: 	150.3379516804333
Remove 	{151}	 At node30	 TIME: 	150.34800137572537
Remove 	{151}	 At node51	 TIME: 	150.35039309260696
Remove 	{73}	 At node13	 TIME: 	150.35744325337458
Remove 	{73}	 At node24	 TIME: 	150.3574994791248
Remove 	{151}	 At node36	 TIME: 	150.36136315598418
Remove 	{151}	 At node52	 TIME: 	150.37738890285593
Remove 	{73}	 At node23	 TIME: 	150.3796445718702
Remove 	{151}	 At node53	 TIME: 	150.39774788549596
Remove 	{151}	 At node49	 TIME: 	150.41373614964266
Remove 	{73}	 At node21	 TIME: 	150.42076524215577
Remove 	{73}	 At node22	 TIME: 	150.4235532967404
Insert 	 203	 At node40	 TIME: 	150.832755446518
Insert 	 192	 At node45	 TIME: 	151.15627069161013
Insert 	 203	 At node45	 TIME: 	151.2243855140963
Insert 	 197	 At node45	 TIME: 	151.28402164931353
Insert 	 186	 At node45	 TIME: 	151.37090770938912
Insert 	 203	 At node39	 TIME: 	153.19461215093773
Insert 	 192	 At node60	 TIME: 	153.92270322972945
Insert 	 186	 At node60	 TIME: 	154.00593004451682
Insert 	 192	 At node11	 TIME: 	154.2643634801496
Insert 	 186	 At node11	 TIME: 	154.35936135423455
Insert 	 197	 At node11	 TIME: 	154.36866481861787
Insert 	 192	 At node27	 TIME: 	154.5204054017408
Insert 	 185	 At node27	 TIME: 	154.57785279422026
Insert 	 197	 At node27	 TIME: 	154.66040904270668
Insert 	 197	 At node12	 TIME: 	155.12892209884635
Insert 	 186	 At node61	 TIME: 	155.70678520669054
Insert 	 192	 At node28	 TIME: 	156.2483312956424
Insert 	 185	 At node28	 TIME: 	156.33500277949508
Insert 	 203	 At node33	 TIME: 	156.38525838815957
Insert 	 188	 At node3	 TIME: 	156.38851231500064
Insert 	 197	 At node28	 TIME: 	156.42069492756715
Insert 	 291	 At node33	 TIME: 	156.45157399506553
Insert 	 186	 At node66	 TIME: 	157.56767737311512
Insert 	 192	 At node57	 TIME: 	158.5006907054443
Insert 	 186	 At node57	 TIME: 	158.56555908731127
Insert 	 197	 At node57	 TIME: 	158.5876874218231
Insert 	 203	 At node30	 TIME: 	158.6178976883897
Insert 	 291	 At node30	 TIME: 	158.65265608887674
Insert 	 192	 At node55	 TIME: 	158.74960928785106
Insert 	 186	 At node55	 TIME: 	158.77946801881438
Insert 	 197	 At node55	 TIME: 	158.8280059534639
Insert 	 291	 At node35	 TIME: 	159.67688432253837
Insert 	 197	 At node35	 TIME: 	159.76451167372034
Insert 	 186	 At node35	 TIME: 	159.84457880159934
Insert 	 203	 At node42	 TIME: 	159.96712296191552
Insert 	 185	 At node14	 TIME: 	161.4640893797069
Insert 	 197	 At node14	 TIME: 	161.53333951935718
Insert 	 185	 At node8	 TIME: 	162.165826194846
Insert 	 203	 At node41	 TIME: 	162.3418603107665
Insert 	 185	 At node32	 TIME: 	162.65041699935924
Insert 	 197	 At node32	 TIME: 	162.6925123003041
Insert 	 186	 At node65	 TIME: 	163.45637366109926
Insert 	 197	 At node36	 TIME: 	163.57598517571708
Insert 	 186	 At node36	 TIME: 	163.6712434312196
Insert 	 185	 At node36	 TIME: 	163.7090795203547
Insert 	 186	 At node9	 TIME: 	164.07706583762678
Insert 	 188	 At node9	 TIME: 	164.10968466247076
Insert 	 213	 At node2	 TIME: 	164.85841005626983
Insert 	 186	 At node86	 TIME: 	165.18596867139468
Insert 	 188	 At node15	 TIME: 	165.24531320736264
Insert 	 186	 At node73	 TIME: 	165.87699902192736
Insert 	 197	 At node56	 TIME: 	165.98684159106824
Insert 	 197	 At node59	 TIME: 	167.5983275708032
Insert 	 186	 At node37	 TIME: 	167.91092994449116
Insert 	 188	 At node37	 TIME: 	167.97651692294457
Insert 	 197	 At node34	 TIME: 	168.12263803730875
Insert 	 186	 At node34	 TIME: 	168.13987037733364
Insert 	 185	 At node34	 TIME: 	168.1883462908353
Insert 	 188	 At node7	 TIME: 	168.4392346077966
Insert 	 197	 At node58	 TIME: 	169.21859931128728
Insert 	 188	 At node10	 TIME: 	169.5971058377112
Insert 	 185	 At node31	 TIME: 	169.92709266657755
Insert 	 197	 At node31	 TIME: 	170.01235658357658
Remove 	{81}	 At node1	 TIME: 	170.20674356049082
Remove 	{81}	 At node5	 TIME: 	170.2192660519102
Remove 	{81}	 At node19	 TIME: 	170.22482409213094
Remove 	{81}	 At node18	 TIME: 	170.2272766330118
Remove 	{81}	 At node20	 TIME: 	170.23995731425487
Remove 	{81}	 At node17	 TIME: 	170.24710669084448
Remove 	{81}	 At node13	 TIME: 	170.25356291909748
Remove 	{81}	 At node6	 TIME: 	170.282088378666
Remove 	{81}	 At node25	 TIME: 	170.28638043870282
Remove 	{81}	 At node26	 TIME: 	170.33615599133108
Remove 	{81}	 At node13	 TIME: 	170.3618524482184
Remove 	{81}	 At node23	 TIME: 	170.36266141676214
Remove 	{81}	 At node24	 TIME: 	170.40638112945484
Remove 	{81}	 At node21	 TIME: 	170.43505206191602
Remove 	{81}	 At node22	 TIME: 	170.44005876924825
Insert 	 186	 At node77	 TIME: 	170.97836144560955
Insert 	 186	 At node82	 TIME: 	171.1744318885361
Insert 	 188	 At node29	 TIME: 	171.37236981838512
Insert 	 186	 At node38	 TIME: 	171.8442446385664
Insert 	 188	 At node38	 TIME: 	171.88563498599615
Insert 	 188	 At node44	 TIME: 	171.89831989520414
Insert 	 186	 At node78	 TIME: 	173.51186586681055
Insert 	 188	 At node43	 TIME: 	173.57880189043632
Insert 	 188	 At node40	 TIME: 	174.6807819285971
Insert 	 186	 At node81	 TIME: 	174.9136511484328
Insert 	 188	 At node45	 TIME: 	175.02934294131126
Insert 	 200	 At node10	 TIME: 	177.01078247857245
Insert 	 188	 At node39	 TIME: 	177.11967821200824
Insert 	 197	 At node60	 TIME: 	177.83122506774794
Insert 	 188	 At node27	 TIME: 	178.36134945793484
Insert 	 192	 At node48	 TIME: 	178.80938939208698
Insert 	 186	 At node48	 TIME: 	178.81403535722643
Insert 	 197	 At node48	 TIME: 	178.86853456649203
Insert 	 186	 At node80	 TIME: 	178.87250242128013
Remove 	{144}	 At node1	 TIME: 	179.2986266644972
Remove 	{144}	 At node5	 TIME: 	179.30316483535066
Remove 	{144}	 At node17	 TIME: 	179.33626631386306
Remove 	{144}	 At node6	 TIME: 	179.33904456147084
Remove 	{144}	 At node25	 TIME: 	179.35283257813882
Remove 	{144}	 At node18	 TIME: 	179.35474265203396
Remove 	{144}	 At node13	 TIME: 	179.37010124261323
Remove 	{144}	 At node20	 TIME: 	179.37339574626336
Remove 	{144}	 At node13	 TIME: 	179.37412157453664
Remove 	{144}	 At node19	 TIME: 	179.386799650079
Remove 	{144}	 At node26	 TIME: 	179.40387745164142
Remove 	{144}	 At node23	 TIME: 	179.4210804351185
Remove 	{144}	 At node21	 TIME: 	179.42208312966667
Remove 	{144}	 At node24	 TIME: 	179.42639440648347
Remove 	{144}	 At node22	 TIME: 	179.47039813357227
Insert 	 188	 At node28	 TIME: 	180.04707067332276
Insert 	 185	 At node33	 TIME: 	180.28540539494603
Insert 	 197	 At node33	 TIME: 	180.30079962132152
Insert 	 192	 At node47	 TIME: 	181.28900613726972
Insert 	 186	 At node47	 TIME: 	181.30839440305618
Insert 	 197	 At node47	 TIME: 	181.34841389283332
Insert 	 186	 At node84	 TIME: 	181.82072622965003
Insert 	 192	 At node46	 TIME: 	181.95404455637092
Insert 	 186	 At node46	 TIME: 	181.97737116799993
Insert 	 197	 At node46	 TIME: 	182.06988893632646
Insert 	 186	 At node83	 TIME: 	182.26760956533366
Insert 	 185	 At node30	 TIME: 	182.52761116623202
Insert 	 197	 At node30	 TIME: 	182.62615768371217
Insert 	 185	 At node35	 TIME: 	183.52259936939743
Insert 	 188	 At node42	 TIME: 	183.83350987670258
Insert 	 186	 At node79	 TIME: 	183.95575965015433
Insert 	 192	 At node1	 TIME: 	185.08685572635835
Insert 	 203	 At node1	 TIME: 	185.15339806538933
Insert 	 213	 At node14	 TIME: 	185.38451974337764
Insert 	 186	 At node85	 TIME: 	185.86140329209613
Insert 	 213	 At node8	 TIME: 	185.98167147486882
Insert 	 188	 At node41	 TIME: 	186.17424165641202
Insert 	 213	 At node32	 TIME: 	186.63214371435424
Insert 	 213	 At node36	 TIME: 	187.32470139296225
Insert 	 192	 At node13	 TIME: 	188.58758273950886
Insert 	 192	 At node24	 TIME: 	189.43525504096178
Insert 	 213	 At node34	 TIME: 	191.951395466881
Insert 	 192	 At node21	 TIME: 	192.31292521735773
Insert 	 213	 At node31	 TIME: 	193.8409553088565
Insert 	 192	 At node22	 TIME: 	193.8790970413413
Insert 	 192	 At node5	 TIME: 	194.84926528541254
Insert 	 203	 At node5	 TIME: 	194.94313916052968
Insert 	 192	 At node17	 TIME: 	195.36343012093198
Insert 	 203	 At node17	 TIME: 	195.45649754555183
Insert 	 200	 At node44	 TIME: 	195.82142674917853
Insert 	 200	 At node3	 TIME: 	196.8440307676728
Insert 	 200	 At node4	 TIME: 	197.9324579672708
Insert 	 200	 At node45	 TIME: 	199.0541083921968
Insert 	 200	 At node16	 TIME: 	200.50372977460472
Insert 	 200	 At node11	 TIME: 	201.96385427006297
Insert 	 200	 At node48	 TIME: 	202.71162543305962
Insert 	 200	 At node12	 TIME: 	202.8438021333536
Insert 	 192	 At node6	 TIME: 	202.98310768069032
Insert 	 192	 At node23	 TIME: 	203.80754535018693
Insert 	 213	 At node33	 TIME: 	204.28443856327468
Insert 	 200	 At node52	 TIME: 	204.76840430541023
Insert 	 200	 At node54	 TIME: 	205.00992886482135
Insert 	 200	 At node47	 TIME: 	205.28012839908112
Insert 	 200	 At node46	 TIME: 	205.86205099105192
Insert 	 200	 At node57	 TIME: 	206.44364932470654
Insert 	 213	 At node30	 TIME: 	206.45191097758504
Insert 	 200	 At node55	 TIME: 	206.66319559692465
Insert 	 213	 At node35	 TIME: 	207.2379401553503
Insert 	 200	 At node53	 TIME: 	208.57335538503526
Insert 	 188	 At node1	 TIME: 	208.9861203635745
Insert 	 200	 At node9	 TIME: 	211.8304006508046
Insert 	 192	 At node18	 TIME: 	211.89838566818486
Insert 	 203	 At node18	 TIME: 	211.94135879848457
Insert 	 188	 At node13	 TIME: 	212.4642475478686
Insert 	 192	 At node20	 TIME: 	212.7545654760846
Insert 	 203	 At node20	 TIME: 	212.82706023184863
Insert 	 200	 At node15	 TIME: 	212.88261077891593
Insert 	 188	 At node24	 TIME: 	213.35058098234063
Insert 	 192	 At node19	 TIME: 	213.7347016867594
Insert 	 203	 At node19	 TIME: 	213.78634671611636
Insert 	 200	 At node56	 TIME: 	213.87757949589218
Insert 	 200	 At node51	 TIME: 	213.90005350663293
Insert 	 200	 At node2	 TIME: 	214.38385815493606
Insert 	 200	 At node59	 TIME: 	215.51641046742122
Insert 	 200	 At node37	 TIME: 	215.55095865780712
Insert 	 200	 At node8	 TIME: 	216.10110459865754
Insert 	 200	 At node7	 TIME: 	216.21615670197397
Insert 	 188	 At node21	 TIME: 	216.25626221009765
Insert 	 200	 At node58	 TIME: 	217.1274282969208
Insert 	 188	 At node22	 TIME: 	217.7533615594145
Insert 	 200	 At node50	 TIME: 	218.5307314721983
Insert 	 188	 At node5	 TIME: 	218.70912967223433
Insert 	 200	 At node29	 TIME: 	219.02900959805044
Insert 	 188	 At node17	 TIME: 	219.08763475628737
Insert 	 200	 At node38	 TIME: 	219.45445522291834
Insert 	 200	 At node49	 TIME: 	221.9719164071722
Insert 	 200	 At node40	 TIME: 	222.49175134218896
Insert 	 200	 At node39	 TIME: 	224.88441204377634
Insert 	 200	 At node60	 TIME: 	225.74565086740398
Insert 	 192	 At node26	 TIME: 	225.93912019863404
Insert 	 200	 At node27	 TIME: 	225.99237264321454
Insert 	 192	 At node25	 TIME: 	226.66130555146424
Insert 	 188	 At node6	 TIME: 	226.86910721005282
Insert 	 188	 At node23	 TIME: 	227.67129404879304
Insert 	 200	 At node28	 TIME: 	227.74497823017074
Insert 	 200	 At node35	 TIME: 	231.06468062639712
Insert 	 200	 At node42	 TIME: 	231.6731513908515
Insert 	 200	 At node14	 TIME: 	233.04796568741378
Insert 	 200	 At node41	 TIME: 	234.0113050445537
Insert 	 200	 At node32	 TIME: 	234.47583209802576
Insert 	 200	 At node36	 TIME: 	234.93595916755336
Insert 	 188	 At node18	 TIME: 	235.68768152059684
Insert 	 188	 At node20	 TIME: 	236.58056376945706
Insert 	 188	 At node19	 TIME: 	237.55696311406487
Insert 	 200	 At node34	 TIME: 	239.56602536819943
Insert 	 200	 At node31	 TIME: 	241.77006042083104
Insert 	 188	 At node26	 TIME: 	249.863402603786
Insert 	 188	 At node25	 TIME: 	250.56430548218665
Insert 	 200	 At node33	 TIME: 	252.1520134460499
Insert 	 200	 At node30	 TIME: 	254.36000469401452
Insert 	 199	 At node12	 TIME: 	507.8942219945032
Insert 	 199	 At node60	 TIME: 	513.1455081599655
Insert 	 199	 At node4	 TIME: 	514.7783051221654
Insert 	 199	 At node55	 TIME: 	518.0416801919299
Insert 	 199	 At node3	 TIME: 	522.1583365132258
Insert 	 199	 At node15	 TIME: 	522.6975512156237
Insert 	 199	 At node56	 TIME: 	525.2705783698779
Insert 	 199	 At node8	 TIME: 	525.9852268054123
Insert 	 199	 At node59	 TIME: 	526.9273925075536
Insert 	 199	 At node10	 TIME: 	527.1164215445756
Insert 	 199	 At node58	 TIME: 	528.4498759840255
Insert 	 199	 At node44	 TIME: 	531.0339333685278
Insert 	 199	 At node43	 TIME: 	532.7519548417965
Insert 	 199	 At node40	 TIME: 	533.2144191111441
Insert 	 199	 At node45	 TIME: 	534.2719102337196
Insert 	 199	 At node16	 TIME: 	534.4675652963253
Insert 	 199	 At node39	 TIME: 	535.6326700512858
Insert 	 199	 At node11	 TIME: 	535.8043563536855
Insert 	 199	 At node61	 TIME: 	537.3422646771241
Insert 	 199	 At node48	 TIME: 	538.1932962951419
Insert 	 199	 At node52	 TIME: 	539.5668178016646
Insert 	 199	 At node54	 TIME: 	539.9268389295305
Insert 	 199	 At node35	 TIME: 	540.393766149936
Insert 	 199	 At node47	 TIME: 	540.7102191728746
Insert 	 199	 At node46	 TIME: 	541.3191578465137
Insert 	 199	 At node42	 TIME: 	542.3844464641314
Insert 	 199	 At node65	 TIME: 	542.6178418848514
Insert 	 199	 At node53	 TIME: 	543.4239044444344
Insert 	 199	 At node36	 TIME: 	544.2056625800916
Insert 	 199	 At node41	 TIME: 	544.7608251757624
Insert 	 199	 At node9	 TIME: 	545.4712828843997
Insert 	 199	 At node51	 TIME: 	548.7213923047326
Insert 	 199	 At node34	 TIME: 	548.8144226124682
Insert 	 199	 At node37	 TIME: 	548.8805591061374
Insert 	 199	 At node77	 TIME: 	549.2565957595922
Insert 	 199	 At node78	 TIME: 	551.7517582173429
Insert 	 199	 At node38	 TIME: 	552.7262618435201
Insert 	 199	 At node50	 TIME: 	553.4083287438074
Insert 	 199	 At node49	 TIME: 	556.8545020950345
Insert 	 199	 At node80	 TIME: 	557.1372743656341
Insert 	 199	 At node73	 TIME: 	557.9242706243358
Insert 	 199	 At node66	 TIME: 	560.3610207314165
Insert 	 199	 At node79	 TIME: 	562.2441833806071
Insert 	 199	 At node82	 TIME: 	563.5503741370295
Insert 	 199	 At node85	 TIME: 	564.2849452229397
Insert 	 199	 At node81	 TIME: 	567.2036874588429
Insert 	 199	 At node86	 TIME: 	567.2364579926118
Insert 	 199	 At node84	 TIME: 	574.0707456287921
Insert 	 199	 At node83	 TIME: 	574.619488258802
Remove 	{121}	 At node12	 TIME: 	600.1504578545382
Remove 	{121}	 At node56	 TIME: 	600.1705954958375
Remove 	{121}	 At node58	 TIME: 	600.2066404122307
Remove 	{121}	 At node57	 TIME: 	600.2157967618955
Remove 	{121}	 At node59	 TIME: 	600.2185984826216
Remove 	{121}	 At node4	 TIME: 	600.2235982495855
Remove 	{121}	 At node61	 TIME: 	600.2278870503129
Remove 	{121}	 At node66	 TIME: 	600.2496966763449
Remove 	{121}	 At node55	 TIME: 	600.2497803729
Remove 	{121}	 At node86	 TIME: 	600.2571168601736
Remove 	{121}	 At node65	 TIME: 	600.2661035251734
Remove 	{121}	 At node3	 TIME: 	600.2843442614156
Remove 	{121}	 At node11	 TIME: 	600.288344767088
Remove 	{121}	 At node85	 TIME: 	600.2909787762312
Remove 	{121}	 At node48	 TIME: 	600.2929993716781
Remove 	{121}	 At node10	 TIME: 	600.2940934741808
Remove 	{121}	 At node16	 TIME: 	600.300210371746
Remove 	{121}	 At node78	 TIME: 	600.3024442019173
Remove 	{121}	 At node46	 TIME: 	600.3171785402543
Remove 	{121}	 At node51	 TIME: 	600.31899552221
Remove 	{121}	 At node43	 TIME: 	600.3259160568721
Remove 	{121}	 At node73	 TIME: 	600.327052368152
Remove 	{121}	 At node44	 TIME: 	600.3335889276522
Remove 	{121}	 At node8	 TIME: 	600.3396704087535
Remove 	{121}	 At node47	 TIME: 	600.3464697114835
Remove 	{121}	 At node52	 TIME: 	600.3485765445361
Remove 	{121}	 At node80	 TIME: 	600.3507248695506
Remove 	{121}	 At node79	 TIME: 	600.3569146623408
Remove 	{121}	 At node53	 TIME: 	600.360368121754
Remove 	{121}	 At node9	 TIME: 	600.3604698488513
Remove 	{121}	 At node50	 TIME: 	600.3656867742399
Remove 	{121}	 At node77	 TIME: 	600.3660761845521
Remove 	{121}	 At node15	 TIME: 	600.3715618098275
Remove 	{121}	 At node54	 TIME: 	600.3872078179174
Remove 	{121}	 At node45	 TIME: 	600.3923500193664
Remove 	{121}	 At node49	 TIME: 	600.3963317285218
Remove 	{121}	 At node42	 TIME: 	600.4003552829215
Remove 	{121}	 At node36	 TIME: 	600.4050593504965
Remove 	{121}	 At node35	 TIME: 	600.4169065841758
Remove 	{121}	 At node41	 TIME: 	600.4201914373378
Remove 	{121}	 At node73	 TIME: 	600.4216080241555
Remove 	{121}	 At node37	 TIME: 	600.4219421696589
Remove 	{121}	 At node40	 TIME: 	600.4264362256553
Remove 	{121}	 At node38	 TIME: 	600.435413947901
Remove 	{121}	 At node34	 TIME: 	600.439158537942
Remove 	{121}	 At node39	 TIME: 	600.464734549276
Remove 	{121}	 At node82	 TIME: 	600.4852379519207
Remove 	{121}	 At node81	 TIME: 	600.4959649102133
Remove 	{121}	 At node84	 TIME: 	600.5018054643525
Remove 	{121}	 At node83	 TIME: 	600.5202375893712
